Country,Country Code,Series Name,Series Code,Year,FINI,CoHD_pov,CoHD,CoHD_headcount,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,id,goal3-achievementlevel,Code,Income_Group,Continent
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,11.48051548,0.25,2.77,2.2,4.71,2.274,3.799,7.0,0.03,12.16,81.172,7.42,96.2,97.0,DEU,94.52535714285715,DEU,High-income countries,OECD
Germany,DEU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,8.8703146,0.25,2.77,2.2,4.71,2.274,3.799,7.0,0.03,12.16,81.172,7.42,96.2,97.0,DEU,94.52535714285715,DEU,High-income countries,OECD
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,22.73591995,0.25,2.77,2.2,4.71,2.274,3.799,7.0,0.03,12.16,81.172,7.42,96.2,97.0,DEU,94.52535714285715,DEU,High-income countries,OECD
Ghana,GHA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,39.5,1.74,3.54,64.1,272.8,23.524,48.918,148.0,0.79,22.77,64.122,78.02,78.9,92.0,GHA,52.42492857142859,GHA,Lower-middle-income countries,Sub-Saharan Africa
Ghana,GHA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,6.2,1.74,3.54,64.1,272.8,23.524,48.918,148.0,0.79,22.77,64.122,78.02,78.9,92.0,GHA,52.42492857142859,GHA,Lower-middle-income countries,Sub-Saharan Africa
Ghana,GHA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,6.5,1.74,3.54,64.1,272.8,23.524,48.918,148.0,0.79,22.77,64.122,78.02,78.9,92.0,GHA,52.42492857142859,GHA,Lower-middle-income countries,Sub-Saharan Africa
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,3.80673027,1.74,3.54,64.1,272.8,23.524,48.918,148.0,0.79,22.77,64.122,78.02,78.9,92.0,GHA,52.42492857142859,GHA,Lower-middle-income countries,Sub-Saharan Africa
Ghana,GHA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,1.750916,1.74,3.54,64.1,272.8,23.524,48.918,148.0,0.79,22.77,64.122,78.02,78.9,92.0,GHA,52.42492857142859,GHA,Lower-middle-income countries,Sub-Saharan Africa
Ghana,GHA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,44.25982666,1.74,3.54,64.1,272.8,23.524,48.918,148.0,0.79,22.77,64.122,78.02,78.9,92.0,GHA,52.42492857142859,GHA,Lower-middle-income countries,Sub-Saharan Africa
Greece,GRC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,13.3,0.27,2.99,28.0,5.7,2.509,4.198,4.4,0.04,12.56,81.391,8.48,99.9,97.0,GRC,89.66628571428573,GRC,High-income countries,OECD
Greece,GRC,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,2.3,0.27,2.99,28.0,5.7,2.509,4.198,4.4,0.04,12.56,81.391,8.48,99.9,97.0,GRC,89.66628571428573,GRC,High-income countries,OECD
Greece,GRC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.27,2.99,28.0,5.7,2.509,4.198,4.4,0.04,12.56,81.391,8.48,99.9,97.0,GRC,89.66628571428573,GRC,High-income countries,OECD
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,8.12024307,0.27,2.99,28.0,5.7,2.509,4.198,4.4,0.04,12.56,81.391,8.48,99.9,97.0,GRC,89.66628571428573,GRC,High-income countries,OECD
Greece,GRC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,4.23590946,0.27,2.99,28.0,5.7,2.509,4.198,4.4,0.04,12.56,81.391,8.48,99.9,97.0,GRC,89.66628571428573,GRC,High-income countries,OECD
Greece,GRC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,47.70189667,0.27,2.99,28.0,5.7,2.509,4.198,4.4,0.04,12.56,81.391,8.48,99.9,97.0,GRC,89.66628571428573,GRC,High-income countries,OECD
Guatemala,GTM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,45.2,0.82,2.58,46.5,98.41,11.854,25.425,26.0,0.06,16.6,72.726,78.43,69.60000000000001,89.0,GTM,70.18835714285713,GTM,Upper-middle-income countries,LAC
Guatemala,GTM,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,18.1,0.82,2.58,46.5,98.41,11.854,25.425,26.0,0.06,16.6,72.726,78.43,69.60000000000001,89.0,GTM,70.18835714285713,GTM,Upper-middle-income countries,LAC
Guatemala,GTM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,14.1,0.82,2.58,46.5,98.41,11.854,25.425,26.0,0.06,16.6,72.726,78.43,69.60000000000001,89.0,GTM,70.18835714285713,GTM,Upper-middle-income countries,LAC
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,6.10662699,0.82,2.58,46.5,98.41,11.854,25.425,26.0,0.06,16.6,72.726,78.43,69.60000000000001,89.0,GTM,70.18835714285713,GTM,Upper-middle-income countries,LAC
Guatemala,GTM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,2.19892383,0.82,2.58,46.5,98.41,11.854,25.425,26.0,0.06,16.6,72.726,78.43,69.60000000000001,89.0,GTM,70.18835714285713,GTM,Upper-middle-income countries,LAC
Guatemala,GTM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,62.30888367,0.82,2.58,46.5,98.41,11.854,25.425,26.0,0.06,16.6,72.726,78.43,69.60000000000001,89.0,GTM,70.18835714285713,GTM,Upper-middle-income countries,LAC
Guinea,GIN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,74.1,1.77,2.39,36.9,567.7,32.663,105.939,176.0,0.68,25.18,59.349,130.1,55.3,47.0,GIN,30.66492857142856,GIN,Low-income countries,Sub-Saharan Africa
Guinea,GIN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,49.7,1.77,2.39,36.9,567.7,32.663,105.939,176.0,0.68,25.18,59.349,130.1,55.3,47.0,GIN,30.66492857142856,GIN,Low-income countries,Sub-Saharan Africa
Guinea,GIN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,12.7,1.77,2.39,36.9,567.7,32.663,105.939,176.0,0.68,25.18,59.349,130.1,55.3,47.0,GIN,30.66492857142856,GIN,Low-income countries,Sub-Saharan Africa
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,3.73843002,1.77,2.39,36.9,567.7,32.663,105.939,176.0,0.68,25.18,59.349,130.1,55.3,47.0,GIN,30.66492857142856,GIN,Low-income countries,Sub-Saharan Africa
Guinea,GIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,0.61740124,1.77,2.39,36.9,567.7,32.663,105.939,176.0,0.68,25.18,59.349,130.1,55.3,47.0,GIN,30.66492857142856,GIN,Low-income countries,Sub-Saharan Africa
Guinea,GIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,72.6920929,1.77,2.39,36.9,567.7,32.663,105.939,176.0,0.68,25.18,59.349,130.1,55.3,47.0,GIN,30.66492857142856,GIN,Low-income countries,Sub-Saharan Africa
Guinea-Bissau,GNB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,64.4,2.25,3.03,61.6,648.2,36.819,82.671,361.0,0.87,25.5,60.502,84.46000000000001,53.79999999999999,79.0,GNB,31.45207692307692,GNB,Low-income countries,Sub-Saharan Africa
Guinea-Bissau,GNB,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,12.5,2.25,3.03,61.6,648.2,36.819,82.671,361.0,0.87,25.5,60.502,84.46000000000001,53.79999999999999,79.0,GNB,31.45207692307692,GNB,Low-income countries,Sub-Saharan Africa
Guinea-Bissau,GNB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,33.1,2.25,3.03,61.6,648.2,36.819,82.671,361.0,0.87,25.5,60.502,84.46000000000001,53.79999999999999,79.0,GNB,31.45207692307692,GNB,Low-income countries,Sub-Saharan Africa
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,7.28130722,2.25,3.03,61.6,648.2,36.819,82.671,361.0,0.87,25.5,60.502,84.46000000000001,53.79999999999999,79.0,GNB,31.45207692307692,GNB,Low-income countries,Sub-Saharan Africa
Guinea-Bissau,GNB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,0.50527376,2.25,3.03,61.6,648.2,36.819,82.671,361.0,0.87,25.5,60.502,84.46000000000001,53.79999999999999,79.0,GNB,31.45207692307692,GNB,Low-income countries,Sub-Saharan Africa
Guinea-Bissau,GNB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,70.1144104,2.25,3.03,61.6,648.2,36.819,82.671,361.0,0.87,25.5,60.502,84.46000000000001,53.79999999999999,79.0,GNB,31.45207692307692,GNB,Low-income countries,Sub-Saharan Africa
Honduras,HND,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,40.9,1.81,3.69,39.0,65.1,10.48,18.392,37.0,0.05,18.8,72.81400000000001,97.05,84.05000000000001,91.0,HND,70.18007142857142,HND,Lower-middle-income countries,LAC
Honduras,HND,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,14.0,1.81,3.69,39.0,65.1,10.48,18.392,37.0,0.05,18.8,72.81400000000001,97.05,84.05000000000001,91.0,HND,70.18007142857142,HND,Lower-middle-income countries,LAC
Honduras,HND,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,14.1,1.81,3.69,39.0,65.1,10.48,18.392,37.0,0.05,18.8,72.81400000000001,97.05,84.05000000000001,91.0,HND,70.18007142857142,HND,Lower-middle-income countries,LAC
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,7.22820663,1.81,3.69,39.0,65.1,10.48,18.392,37.0,0.05,18.8,72.81400000000001,97.05,84.05000000000001,91.0,HND,70.18007142857142,HND,Lower-middle-income countries,LAC
Honduras,HND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,2.84892344,1.81,3.69,39.0,65.1,10.48,18.392,37.0,0.05,18.8,72.81400000000001,97.05,84.05000000000001,91.0,HND,70.18007142857142,HND,Lower-middle-income countries,LAC
Honduras,HND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,57.62813568,1.81,3.69,39.0,65.1,10.48,18.392,37.0,0.05,18.8,72.81400000000001,97.05,84.05000000000001,91.0,HND,70.18007142857142,HND,Lower-middle-income countries,LAC
Hungary,HUN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,6.9,0.31,3.45,26.5,14.58,2.267,4.266,7.100000000000001,,22.73,76.20400000000001,22.04,99.7,99.0,HUN,83.93592307692307,HUN,High-income countries,OECD
Hungary,HUN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,0.8,0.31,3.45,26.5,14.58,2.267,4.266,7.100000000000001,,22.73,76.20400000000001,22.04,99.7,99.0,HUN,83.93592307692307,HUN,High-income countries,OECD
Hungary,HUN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.31,3.45,26.5,14.58,2.267,4.266,7.100000000000001,,22.73,76.20400000000001,22.04,99.7,99.0,HUN,83.93592307692307,HUN,High-income countries,OECD
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,6.58,0.31,3.45,26.5,14.58,2.267,4.266,7.100000000000001,,22.73,76.20400000000001,22.04,99.7,99.0,HUN,83.93592307692307,HUN,High-income countries,OECD
Hungary,HUN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,4.55,0.31,3.45,26.5,14.58,2.267,4.266,7.100000000000001,,22.73,76.20400000000001,22.04,99.7,99.0,HUN,83.93592307692307,HUN,High-income countries,OECD
Hungary,HUN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,30.78,0.31,3.45,26.5,14.58,2.267,4.266,7.100000000000001,,22.73,76.20400000000001,22.04,99.7,99.0,HUN,83.93592307692307,HUN,High-income countries,OECD
Iceland,ISL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,7.2,0.22,2.41,0.5,2.8,1.348,2.663,2.6,0.04,8.51,82.77,5.33,98.2,93.0,ISL,95.90285714285714,ISL,High-income countries,OECD
Iceland,ISL,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,1.5,0.22,2.41,0.5,2.8,1.348,2.663,2.6,0.04,8.51,82.77,5.33,98.2,93.0,ISL,95.90285714285714,ISL,High-income countries,OECD
Iceland,ISL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.22,2.41,0.5,2.8,1.348,2.663,2.6,0.04,8.51,82.77,5.33,98.2,93.0,ISL,95.90285714285714,ISL,High-income countries,OECD
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,8.38,0.22,2.41,0.5,2.8,1.348,2.663,2.6,0.04,8.51,82.77,5.33,98.2,93.0,ISL,95.90285714285714,ISL,High-income countries,OECD
Iceland,ISL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,6.9,0.22,2.41,0.5,2.8,1.348,2.663,2.6,0.04,8.51,82.77,5.33,98.2,93.0,ISL,95.90285714285714,ISL,High-income countries,OECD
Iceland,ISL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,17.62,0.22,2.41,0.5,2.8,1.348,2.663,2.6,0.04,8.51,82.77,5.33,98.2,93.0,ISL,95.90285714285714,ISL,High-income countries,OECD
Ireland,IRL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,7.2,0.2,2.27,1.4,5.43,2.234,3.388,7.0,,9.91,82.086,6.16,99.7,92.0,IRL,94.22123076923077,IRL,High-income countries,OECD
Ireland,IRL,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,3.5,0.2,2.27,1.4,5.43,2.234,3.388,7.0,,9.91,82.086,6.16,99.7,92.0,IRL,94.22123076923077,IRL,High-income countries,OECD
Ireland,IRL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.2,2.27,1.4,5.43,2.234,3.388,7.0,,9.91,82.086,6.16,99.7,92.0,IRL,94.22123076923077,IRL,High-income countries,OECD
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,6.49550152,0.2,2.27,1.4,5.43,2.234,3.388,7.0,,9.91,82.086,6.16,99.7,92.0,IRL,94.22123076923077,IRL,High-income countries,OECD
Ireland,IRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,4.74149084,0.2,2.27,1.4,5.43,2.234,3.388,7.0,,9.91,82.086,6.16,99.7,92.0,IRL,94.22123076923077,IRL,High-income countries,OECD
Ireland,IRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,27.00347137,0.2,2.27,1.4,5.43,2.234,3.388,7.0,,9.91,82.086,6.16,99.7,92.0,IRL,94.22123076923077,IRL,High-income countries,OECD
Israel,ISR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,12.9,0.23,2.58,18.2,2.67,1.913,3.653,4.0,,8.92,82.82300000000001,8.21,,98.0,ISR,95.1605,ISR,High-income countries,OECD
Israel,ISR,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,1.7,0.23,2.58,18.2,2.67,1.913,3.653,4.0,,8.92,82.82300000000001,8.21,,98.0,ISR,95.1605,ISR,High-income countries,OECD
Israel,ISR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.23,2.58,18.2,2.67,1.913,3.653,4.0,,8.92,82.82300000000001,8.21,,98.0,ISR,95.1605,ISR,High-income countries,OECD
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,7.23,0.23,2.58,18.2,2.67,1.913,3.653,4.0,,8.92,82.82300000000001,8.21,,98.0,ISR,95.1605,ISR,High-income countries,OECD
Israel,ISR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,4.67,0.23,2.58,18.2,2.67,1.913,3.653,4.0,,8.92,82.82300000000001,8.21,,98.0,ISR,95.1605,ISR,High-income countries,OECD
Israel,ISR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,33.95,0.23,2.58,18.2,2.67,1.913,3.653,4.0,,8.92,82.82300000000001,8.21,,98.0,ISR,95.1605,ISR,High-income countries,OECD
Italy,ITA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,7.2,0.25,2.83,10.0,4.89,1.898,3.189,7.3,0.06,9.13,83.185,4.11,99.9,93.0,ITA,94.19864285714286,ITA,High-income countries,OECD
Italy,ITA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,1.1,0.25,2.83,10.0,4.89,1.898,3.189,7.3,0.06,9.13,83.185,4.11,99.9,93.0,ITA,94.19864285714286,ITA,High-income countries,OECD
Italy,ITA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.25,2.83,10.0,4.89,1.898,3.189,7.3,0.06,9.13,83.185,4.11,99.9,93.0,ITA,94.19864285714286,ITA,High-income countries,OECD
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,8.68,0.25,2.83,10.0,4.89,1.898,3.189,7.3,0.06,9.13,83.185,4.11,99.9,93.0,ITA,94.19864285714286,ITA,High-income countries,OECD
Italy,ITA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,6.41,0.25,2.83,10.0,4.89,1.898,3.189,7.3,0.06,9.13,83.185,4.11,99.9,93.0,ITA,94.19864285714286,ITA,High-income countries,OECD
Italy,ITA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,26.14,0.25,2.83,10.0,4.89,1.898,3.189,7.3,0.06,9.13,83.185,4.11,99.9,93.0,ITA,94.19864285714286,ITA,High-income countries,OECD
Jamaica,JAM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,45.8,1.61,5.08,17.1,90.51,14.0,18.737,3.5,0.53,16.71,71.793,35.89,99.7,89.0,JAM,77.8877857142857,JAM,Upper-middle-income countries,LAC
Jamaica,JAM,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,23.0,1.61,5.08,17.1,90.51,14.0,18.737,3.5,0.53,16.71,71.793,35.89,99.7,89.0,JAM,77.8877857142857,JAM,Upper-middle-income countries,LAC
Jamaica,JAM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,6.3,1.61,5.08,17.1,90.51,14.0,18.737,3.5,0.53,16.71,71.793,35.89,99.7,89.0,JAM,77.8877857142857,JAM,Upper-middle-income countries,LAC
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,5.96798849,1.61,5.08,17.1,90.51,14.0,18.737,3.5,0.53,16.71,71.793,35.89,99.7,89.0,JAM,77.8877857142857,JAM,Upper-middle-income countries,LAC
Jamaica,JAM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,3.88880324,1.61,5.08,17.1,90.51,14.0,18.737,3.5,0.53,16.71,71.793,35.89,99.7,89.0,JAM,77.8877857142857,JAM,Upper-middle-income countries,LAC
Jamaica,JAM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,33.33992004,1.61,5.08,17.1,90.51,14.0,18.737,3.5,0.53,16.71,71.793,35.89,99.7,89.0,JAM,77.8877857142857,JAM,Upper-middle-income countries,LAC
Japan,JPN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,3.2,0.5,5.65,7.2,5.19,0.867,2.542,14.0,,8.41,84.297,3.05,99.9,97.0,JPN,93.77292307692308,JPN,High-income countries,OECD
Japan,JPN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,0.7,0.5,5.65,7.2,5.19,0.867,2.542,14.0,,8.41,84.297,3.05,99.9,97.0,JPN,93.77292307692308,JPN,High-income countries,OECD
Japan,JPN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.5,5.65,7.2,5.19,0.867,2.542,14.0,,8.41,84.297,3.05,99.9,97.0,JPN,93.77292307692308,JPN,High-income countries,OECD
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,10.74,0.5,5.65,7.2,5.19,0.867,2.542,14.0,,8.41,84.297,3.05,99.9,97.0,JPN,93.77292307692308,JPN,High-income countries,OECD
Japan,JPN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,9.0,0.5,5.65,7.2,5.19,0.867,2.542,14.0,,8.41,84.297,3.05,99.9,97.0,JPN,93.77292307692308,JPN,High-income countries,OECD
Japan,JPN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,16.23,0.5,5.65,7.2,5.19,0.867,2.542,14.0,,8.41,84.297,3.05,99.9,97.0,JPN,93.77292307692308,JPN,High-income countries,OECD
Kazakhstan,KAZ,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,2.4,0.68,2.15,6.3,13.8,4.654,10.328,67.0,,23.12,71.47200000000001,24.28,99.9,99.0,KAZ,78.63007692307693,KAZ,Upper-middle-income countries,E. Europe & C. Asia
Kazakhstan,KAZ,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,0.0,0.68,2.15,6.3,13.8,4.654,10.328,67.0,,23.12,71.47200000000001,24.28,99.9,99.0,KAZ,78.63007692307693,KAZ,Upper-middle-income countries,E. Europe & C. Asia
Kazakhstan,KAZ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.68,2.15,6.3,13.8,4.654,10.328,67.0,,23.12,71.47200000000001,24.28,99.9,99.0,KAZ,78.63007692307693,KAZ,Upper-middle-income countries,E. Europe & C. Asia
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,2.82,0.68,2.15,6.3,13.8,4.654,10.328,67.0,,23.12,71.47200000000001,24.28,99.9,99.0,KAZ,78.63007692307693,KAZ,Upper-middle-income countries,E. Europe & C. Asia
Kazakhstan,KAZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,1.71,0.68,2.15,6.3,13.8,4.654,10.328,67.0,,23.12,71.47200000000001,24.28,99.9,99.0,KAZ,78.63007692307693,KAZ,Upper-middle-income countries,E. Europe & C. Asia
Kazakhstan,KAZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,39.01,0.68,2.15,6.3,13.8,4.654,10.328,67.0,,23.12,71.47200000000001,24.28,99.9,99.0,KAZ,78.63007692307693,KAZ,Upper-middle-income countries,E. Europe & C. Asia
Kenya,KEN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,64.4,1.36,2.77,72.0,511.5,21.482,44.332,292.0,0.66,21.04,62.676,75.19,,89.0,KEN,49.28057142857143,KEN,Lower-middle-income countries,Sub-Saharan Africa
Kenya,KEN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,23.4,1.36,2.77,72.0,511.5,21.482,44.332,292.0,0.66,21.04,62.676,75.19,,89.0,KEN,49.28057142857143,KEN,Lower-middle-income countries,Sub-Saharan Africa
Kenya,KEN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,22.2,1.36,2.77,72.0,511.5,21.482,44.332,292.0,0.66,21.04,62.676,75.19,,89.0,KEN,49.28057142857143,KEN,Lower-middle-income countries,Sub-Saharan Africa
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,4.09903383,1.36,2.77,72.0,511.5,21.482,44.332,292.0,0.66,21.04,62.676,75.19,,89.0,KEN,49.28057142857143,KEN,Lower-middle-income countries,Sub-Saharan Africa
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,1.7670722,1.36,2.77,72.0,511.5,21.482,44.332,292.0,0.66,21.04,62.676,75.19,,89.0,KEN,49.28057142857143,KEN,Lower-middle-income countries,Sub-Saharan Africa
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,34.73561478,1.36,2.77,72.0,511.5,21.482,44.332,292.0,0.66,21.04,62.676,75.19,,89.0,KEN,49.28057142857143,KEN,Lower-middle-income countries,Sub-Saharan Africa
Latvia,LVA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,9.5,0.27,3.03,21.3,23.37,2.297,4.201000000000001,28.0,0.22,22.2,75.001,12.11,97.9,97.0,LVA,83.73400000000001,LVA,High-income countries,OECD
Latvia,LVA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,0.6,0.27,3.03,21.3,23.37,2.297,4.201000000000001,28.0,0.22,22.2,75.001,12.11,97.9,97.0,LVA,83.73400000000001,LVA,High-income countries,OECD
Latvia,LVA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2018,2.5,0.27,3.03,21.3,23.37,2.297,4.201000000000001,28.0,0.22,22.2,75.001,12.11,97.9,97.0,LVA,83.73400000000001,LVA,High-income countries,OECD
Latvia,LVA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2018,6.19,0.27,3.03,21.3,23.37,2.297,4.201000000000001,28.0,0.22,22.2,75.001,12.11,97.9,97.0,LVA,83.73400000000001,LVA,High-income countries,OECD
Latvia,LVA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,3.7,0.27,3.03,21.3,23.37,2.297,4.201000000000001,28.0,0.22,22.2,75.001,12.11,97.9,97.0,LVA,83.73400000000001,LVA,High-income countries,OECD
Latvia,LVA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,40.12,0.27,3.03,21.3,23.37,2.297,4.201000000000001,28.0,0.22,22.2,75.001,12.11,97.9,97.0,LVA,83.73400000000001,LVA,High-income countries,OECD
Lithuania,LTU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018,10.7,0.26,2.87,16.7,7.850000000000001,2.103,3.983,43.0,0.08,19.8,75.677,11.19,100.0,92.0,LTU,85.2197142857143,LTU,High-income countries,OECD
Lithuania,LTU,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018,1.1,0.26,2.87,16.7,7.850000000000001,2.103,3.983,43.0,0.08,19.8,75.677,11.19,100.0,92.0,LTU,85.2197142857143,LTU,High-income countries,OECD
